"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"India","West","Juices","5","Positive","121","2024-01-21"
"USA","South","Water","3","Negative","192","2024-01-21"
"India","North","Water","4","Positive","156","2024-01-21"
"Brazil","East","Juices","2","Negative","299","2024-01-21"
"Germany","West","Water","5","Negative","415","2024-01-22"
"USA","South","Juices","2","Negative","225","2024-01-22"
"USA","North","Juices","1","Negative","436","2024-01-22"
"India","South","Carbonated Drinks","4","Negative","395","2024-01-22"
"USA","East","Water","4","Negative","165","2024-01-22"
"Germany","North","Carbonated Drinks","3","Negative","66","2024-01-22"
"China","East","Water","1","Positive","222","2024-01-22"
"Germany","North","Carbonated Drinks","5","Positive","254","2024-01-22"
"Brazil","East","Water","4","Positive","260","2024-01-22"
"India","South","Juices","1","Positive","417","2024-01-22"
"China","South","Water","5","Negative","255","2024-01-22"
"Brazil","East","Water","1","Positive","239","2024-01-22"
"China","East","Juices","4","Positive","429","2024-01-22"
"Germany","South","Water","3","Negative","164","2024-01-22"
"Brazil","East","Juices","3","Negative","61","2024-01-22"
"USA","South","Carbonated Drinks","3","Positive","115","2024-01-22"
"Brazil","South","Juices","3","Positive","441","2024-01-22"
"India","East","Juices","2","Negative","130","2024-01-22"
"Germany","North","Water","5","Positive","294","2024-01-22"
"USA","West","Juices","1","Negative","330","2024-01-22"
"USA","South","Carbonated Drinks","2","Positive","310","2024-01-22"
"USA","East","Juices","5","Negative","68","2024-01-22"
"Brazil","South","Water","5","Negative","119","2024-01-22"
"India","North","Juices","5","Negative","362","2024-01-22"
"China","West","Carbonated Drinks","2","Positive","174","2024-01-23"
"India","South","Juices","1","Positive","247","2024-01-23"
"Germany","South","Water","2","Positive","312","2024-01-23"
"USA","North","Water","5","Positive","307","2024-01-23"
"China","East","Carbonated Drinks","1","Negative","427","2024-01-23"
"Germany","South","Water","1","Negative","247","2024-01-23"
"USA","North","Carbonated Drinks","4","Positive","124","2024-01-23"
"China","North","Carbonated Drinks","5","Positive","85","2024-01-23"
"Brazil","North","Water","3","Negative","223","2024-01-23"
"Brazil","East","Carbonated Drinks","2","Positive","323","2024-01-23"
"USA","West","Carbonated Drinks","1","Positive","302","2024-01-23"
"Brazil","East","Water","3","Positive","406","2024-01-23"
"India","North","Juices","3","Negative","81","2024-01-23"
"USA","South","Water","4","Positive","440","2024-01-23"
"India","East","Carbonated Drinks","1","Negative","214","2024-01-23"
"Germany","East","Carbonated Drinks","1","Negative","228","2024-01-23"
"Brazil","East","Juices","4","Negative","497","2024-01-23"
"China","West","Juices","3","Negative","372","2024-01-23"
"China","South","Juices","3","Negative","147","2024-01-23"
"Germany","East","Carbonated Drinks","3","Positive","155","2024-01-23"
"Germany","South","Juices","2","Positive","216","2024-01-23"
"Germany","South","Water","1","Positive","224","2024-01-23"
"Brazil","East","Juices","5","Positive","117","2024-01-23"
"China","South","Carbonated Drinks","3","Positive","448","2024-01-23"
"India","West","Water","5","Negative","460","2024-01-24"
"China","North","Juices","4","Negative","457","2024-01-24"
"Germany","North","Water","5","Negative","335","2024-01-24"
"India","East","Water","4","Positive","90","2024-01-24"
"Brazil","East","Juices","1","Negative","443","2024-01-24"
"India","West","Water","3","Negative","74","2024-01-24"
"Brazil","East","Carbonated Drinks","3","Positive","261","2024-01-24"
"India","South","Water","2","Positive","361","2024-01-24"
"China","North","Carbonated Drinks","4","Positive","392","2024-01-24"
"China","South","Carbonated Drinks","4","Positive","156","2024-01-24"
"USA","East","Juices","5","Positive","464","2024-01-24"
"Brazil","South","Juices","3","Negative","465","2024-01-24"
"China","South","Water","3","Negative","339","2024-01-24"
"China","North","Water","2","Positive","95","2024-01-24"
"India","East","Water","2","Positive","92","2024-01-24"
"USA","West","Water","2","Negative","87","2024-01-24"
"USA","East","Juices","3","Positive","408","2024-01-24"
"USA","East","Water","2","Positive","259","2024-01-24"
"USA","North","Juices","2","Negative","424","2024-01-24"
"USA","North","Water","1","Positive","364","2024-01-24"
"Brazil","West","Water","1","Positive","475","2024-01-24"
"Brazil","South","Juices","1","Negative","301","2024-01-24"
"USA","South","Carbonated Drinks","3","Negative","90","2024-01-24"
"USA","West","Water","5","Negative","96","2024-01-24"
"Brazil","North","Water","5","Negative","392","2024-01-25"
"China","West","Water","3","Positive","135","2024-01-25"
"Germany","North","Juices","3","Negative","454","2024-01-25"
"China","East","Carbonated Drinks","2","Negative","348","2024-01-25"
"India","North","Water","4","Positive","223","2024-01-25"
"Brazil","North","Carbonated Drinks","4","Negative","216","2024-01-25"
"USA","West","Carbonated Drinks","3","Positive","150","2024-01-25"
"Brazil","North","Carbonated Drinks","4","Positive","94","2024-01-25"
"Brazil","East","Juices","1","Negative","215","2024-01-25"
"USA","East","Water","2","Negative","53","2024-01-25"
"India","North","Juices","3","Negative","198","2024-01-25"
"Brazil","West","Carbonated Drinks","1","Positive","497","2024-01-25"
"Germany","North","Juices","5","Positive","320","2024-01-25"
"Brazil","West","Juices","5","Negative","299","2024-01-25"
"Germany","West","Water","3","Negative","301","2024-01-25"
"Brazil","South","Juices","4","Positive","438","2024-01-25"
"India","West","Water","5","Positive","490","2024-01-25"
"China","North","Water","2","Positive","285","2024-01-25"
"Brazil","North","Juices","2","Negative","392","2024-01-25"
"USA","West","Carbonated Drinks","4","Negative","193","2024-01-25"
"USA","North","Water","5","Positive","268","2024-01-25"
"Germany","North","Juices","4","Negative","371","2024-01-25"
"India","South","Water","2","Positive","149","2024-01-25"
"Brazil","South","Juices","3","Negative","252","2024-01-25"
"Brazil","South","Carbonated Drinks","3","Negative","118","2024-01-26"
"China","North","Carbonated Drinks","1","Positive","51","2024-01-26"
"USA","East","Carbonated Drinks","3","Positive","441","2024-01-26"
"India","West","Juices","1","Positive","178","2024-01-26"
"Brazil","North","Carbonated Drinks","2","Positive","478","2024-01-26"
"India","West","Juices","2","Positive","94","2024-01-26"
"Germany","West","Water","2","Negative","77","2024-01-26"
"Brazil","South","Water","2","Positive","126","2024-01-26"
"USA","South","Carbonated Drinks","4","Positive","452","2024-01-26"
"China","South","Water","2","Negative","221","2024-01-26"
"Germany","South","Carbonated Drinks","4","Negative","419","2024-01-26"
"USA","North","Carbonated Drinks","5","Negative","183","2024-01-26"
"USA","West","Water","1","Positive","69","2024-01-26"
"India","West","Carbonated Drinks","2","Positive","130","2024-01-26"
"Brazil","South","Carbonated Drinks","1","Negative","70","2024-01-26"
"Germany","West","Water","3","Negative","203","2024-01-26"
"Germany","North","Juices","1","Negative","78","2024-01-26"
"India","North","Juices","5","Negative","456","2024-01-26"
"India","West","Juices","2","Negative","125","2024-01-26"
"Brazil","West","Juices","2","Negative","320","2024-01-26"
"India","East","Juices","1","Positive","433","2024-01-26"
"Brazil","East","Water","4","Negative","239","2024-01-26"
"USA","North","Carbonated Drinks","4","Positive","151","2024-01-26"
"Brazil","East","Juices","2","Positive","114","2024-01-26"
"China","South","Juices","5","Positive","261","2024-01-27"
"India","North","Carbonated Drinks","3","Negative","449","2024-01-27"
"USA","East","Carbonated Drinks","3","Positive","225","2024-01-27"
"China","West","Water","3","Negative","498","2024-01-27"
"India","South","Juices","1","Positive","170","2024-01-27"
"India","South","Juices","4","Positive","364","2024-01-27"
"India","South","Juices","4","Negative","309","2024-01-27"
"China","East","Water","3","Negative","243","2024-01-27"
"USA","North","Water","3","Positive","407","2024-01-27"
"China","West","Juices","5","Positive","382","2024-01-27"
"China","East","Water","2","Negative","91","2024-01-27"
"Germany","West","Juices","1","Negative","108","2024-01-27"
"India","South","Juices","5","Positive","273","2024-01-27"
"India","South","Juices","1","Negative","391","2024-01-27"
"Brazil","East","Carbonated Drinks","2","Positive","252","2024-01-27"
"Brazil","East","Juices","2","Negative","498","2024-01-27"
"USA","South","Carbonated Drinks","1","Negative","66","2024-01-27"
"Brazil","North","Juices","4","Negative","351","2024-01-27"
"Brazil","West","Carbonated Drinks","1","Positive","345","2024-01-27"
"China","East","Juices","1","Positive","383","2024-01-27"
"USA","North","Water","1","Positive","122","2024-01-27"
"Brazil","South","Water","3","Positive","170","2024-01-27"
"Brazil","East","Carbonated Drinks","4","Negative","56","2024-01-27"
"Germany","South","Juices","5","Negative","430","2024-01-27"
"China","East","Water","1","Positive","342","2024-01-28"
"India","South","Water","5","Positive","348","2024-01-28"
"Germany","South","Carbonated Drinks","2","Negative","386","2024-01-28"
"Germany","North","Juices","1","Positive","332","2024-01-28"
"USA","West","Carbonated Drinks","1","Negative","487","2024-01-28"
"USA","West","Water","5","Negative","60","2024-01-28"
"USA","East","Carbonated Drinks","4","Negative","490","2024-01-28"
"India","West","Carbonated Drinks","2","Negative","248","2024-01-28"
"Brazil","North","Water","4","Positive","363","2024-01-28"
"Brazil","North","Water","3","Positive","231","2024-01-28"
"USA","South","Water","3","Negative","434","2024-01-28"
"USA","East","Juices","2","Negative","451","2024-01-28"
"China","West","Carbonated Drinks","5","Negative","117","2024-01-28"
"India","North","Carbonated Drinks","3","Negative","431","2024-01-28"
"USA","West","Water","1","Negative","204","2024-01-28"
"USA","South","Water","1","Positive","393","2024-01-28"
"China","West","Carbonated Drinks","3","Negative","113","2024-01-28"
"Brazil","South","Juices","5","Positive","406","2024-01-28"
"Brazil","West","Water","3","Negative","338","2024-01-28"
"USA","North","Water","2","Negative","149","2024-01-28"
"Germany","East","Carbonated Drinks","1","Positive","491","2024-01-28"
"USA","North","Water","2","Positive","316","2024-01-28"
"India","North","Water","2","Negative","190","2024-01-28"
"China","South","Juices","5","Negative","229","2024-01-28"
"China","South","Carbonated Drinks","1","Positive","73","2024-01-29"
"India","West","Water","3","Positive","102","2024-01-29"
"India","West","Water","5","Positive","101","2024-01-29"
"USA","North","Juices","1","Positive","314","2024-01-29"
"Germany","South","Carbonated Drinks","4","Negative","437","2024-01-29"
"Brazil","North","Water","1","Positive","179","2024-01-29"
"China","South","Carbonated Drinks","2","Positive","330","2024-01-29"
"China","West","Carbonated Drinks","2","Negative","99","2024-01-29"
"India","East","Juices","4","Negative","179","2024-01-29"
"India","East","Juices","3","Negative","81","2024-01-29"
"China","East","Juices","2","Negative","250","2024-01-29"
"USA","South","Carbonated Drinks","2","Negative","77","2024-01-29"
"USA","North","Juices","2","Negative","100","2024-01-29"
"India","North","Carbonated Drinks","4","Positive","441","2024-01-29"
"Brazil","North","Carbonated Drinks","1","Negative","435","2024-01-29"
"USA","North","Water","5","Negative","425","2024-01-29"
"Germany","East","Carbonated Drinks","2","Negative","135","2024-01-29"
"India","East","Carbonated Drinks","1","Negative","286","2024-01-29"
"China","North","Water","3","Positive","129","2024-01-29"
"USA","South","Carbonated Drinks","2","Negative","397","2024-01-29"
"USA","South","Carbonated Drinks","4","Positive","263","2024-01-29"
"China","East","Water","3","Negative","493","2024-01-29"
"Germany","West","Juices","5","Negative","491","2024-01-29"
"USA","South","Juices","3","Negative","135","2024-01-29"
"Brazil","South","Water","4","Negative","399","2024-01-30"
"USA","North","Carbonated Drinks","1","Positive","422","2024-01-30"
"China","West","Carbonated Drinks","1","Positive","414","2024-01-30"
"Brazil","West","Carbonated Drinks","2","Positive","489","2024-01-30"
"Brazil","West","Carbonated Drinks","2","Positive","79","2024-01-30"
"Brazil","West","Water","4","Negative","126","2024-01-30"
"USA","West","Juices","4","Negative","280","2024-01-30"
"USA","West","Juices","1","Positive","255","2024-01-30"
"Brazil","South","Juices","3","Negative","397","2024-01-30"
"USA","North","Carbonated Drinks","5","Negative","490","2024-01-30"
"Germany","South","Juices","4","Negative","185","2024-01-30"
"India","East","Juices","5","Positive","243","2024-01-30"
"China","East","Water","2","Positive","207","2024-01-30"
"India","East","Carbonated Drinks","3","Positive","254","2024-01-30"
"India","West","Carbonated Drinks","2","Positive","63","2024-01-30"
"USA","West","Carbonated Drinks","4","Positive","286","2024-01-30"
"USA","West","Juices","1","Positive","408","2024-01-30"
"Brazil","South","Juices","2","Positive","275","2024-01-30"
"China","North","Carbonated Drinks","5","Negative","409","2024-01-30"
"Germany","North","Water","2","Negative","243","2024-01-30"
"Brazil","South","Carbonated Drinks","5","Negative","53","2024-01-30"
"Germany","East","Water","4","Negative","261","2024-01-30"
"China","North","Water","2","Positive","84","2024-01-30"
"USA","South","Juices","3","Positive","401","2024-01-30"
"China","North","Water","1","Positive","290","2024-01-31"
"Germany","West","Water","3","Negative","377","2024-01-31"
"Brazil","South","Water","4","Negative","266","2024-01-31"
"Brazil","West","Juices","2","Positive","241","2024-01-31"
"China","West","Carbonated Drinks","5","Positive","117","2024-01-31"
"Brazil","South","Juices","5","Negative","349","2024-01-31"
"Germany","South","Juices","4","Positive","289","2024-01-31"
"Germany","North","Juices","2","Negative","422","2024-01-31"
