"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"Germany","North","P75","Juices","217","1832.56","1385.02","2024-01-17"
"Germany","South","P7","Water","689","1987.13","1561.32","2024-01-17"
"India","East","P11","Water","426","3300.15","1630.01","2024-01-17"
"Brazil","South","P10","Carbonated Drinks","424","3615.85","2304.9","2024-01-17"
"China","East","P99","Carbonated Drinks","598","2363.28","2696.46","2024-01-17"
"China","West","P55","Carbonated Drinks","858","2452.28","2999.66","2024-01-17"
"Brazil","North","P54","Carbonated Drinks","836","3031.51","1990.63","2024-01-17"
"China","East","P37","Juices","606","3470.55","2391.01","2024-01-17"
"India","North","P71","Juices","101","1896.45","1598.35","2024-01-17"
"China","West","P21","Water","667","3168.46","2086.84","2024-01-17"
"USA","North","P86","Carbonated Drinks","931","2062.92","1432.74","2024-01-17"
"USA","North","P85","Water","786","1544.83","1944.06","2024-01-17"
"USA","North","P86","Water","216","4150.86","2055.94","2024-01-17"
"Germany","West","P38","Juices","690","3453.14","2199.15","2024-01-18"
"China","South","P52","Water","404","2415.77","2386.56","2024-01-18"
"Germany","East","P66","Carbonated Drinks","539","4284.54","1549.08","2024-01-18"
"China","West","P84","Juices","983","1748.48","844.49","2024-01-18"
"Germany","West","P70","Carbonated Drinks","987","3633.54","2022.38","2024-01-18"
"USA","North","P27","Carbonated Drinks","680","2402.31","1367.44","2024-01-18"
"USA","West","P12","Juices","683","2607.33","2201.96","2024-01-18"
"Germany","North","P3","Juices","198","4766.56","1108.8","2024-01-18"
"Germany","South","P52","Carbonated Drinks","541","1422.12","2859.49","2024-01-18"
"China","North","P49","Water","409","1530.56","1380.35","2024-01-18"
"USA","North","P57","Water","832","4084.6","1630.65","2024-01-18"
"India","West","P32","Water","198","4505.95","2896.65","2024-01-18"
"USA","North","P9","Carbonated Drinks","747","1410.4","873","2024-01-18"
"India","South","P62","Juices","633","2873.97","2366.13","2024-01-18"
"Germany","East","P68","Carbonated Drinks","746","2701.9","840.04","2024-01-18"
"India","South","P22","Juices","725","1613.52","2299.49","2024-01-18"
"Brazil","East","P83","Water","491","2875.15","504.3","2024-01-18"
"USA","West","P47","Carbonated Drinks","861","2638.28","1998.97","2024-01-18"
"China","West","P58","Juices","740","2774.24","873.85","2024-01-18"
"USA","North","P31","Juices","683","3540.34","1396.68","2024-01-18"
"Brazil","South","P9","Carbonated Drinks","515","4713.32","1083.33","2024-01-18"
"Brazil","North","P53","Carbonated Drinks","125","4764.64","2911.16","2024-01-18"
"Brazil","South","P46","Water","381","1405.05","987.02","2024-01-18"
"Germany","East","P1","Carbonated Drinks","504","2128.04","2413.47","2024-01-18"
"Brazil","North","P78","Water","908","1652.14","1230.03","2024-01-19"
"Brazil","North","P46","Juices","426","1038.17","2719.71","2024-01-19"
"China","West","P45","Water","171","1491.74","1365.85","2024-01-19"
"USA","East","P5","Carbonated Drinks","559","1861.74","987.43","2024-01-19"
"Germany","South","P7","Juices","718","1691.77","1011.34","2024-01-19"
"India","East","P53","Carbonated Drinks","482","3264.85","2750.93","2024-01-19"
"USA","South","P93","Juices","629","4689.01","804.67","2024-01-19"
"India","West","P79","Juices","946","4649.28","1828.99","2024-01-19"
"USA","West","P96","Juices","586","3083.22","2781.15","2024-01-19"
"USA","South","P69","Water","710","4353.54","1305.13","2024-01-19"
"India","East","P46","Juices","958","1099.91","2106.15","2024-01-19"
"China","East","P7","Juices","905","2864.96","2327.03","2024-01-19"
"USA","West","P45","Carbonated Drinks","440","2709.21","1487.97","2024-01-19"
"China","South","P57","Carbonated Drinks","541","1675.46","2031.5","2024-01-19"
"Brazil","East","P35","Water","940","4286.62","2139.74","2024-01-19"
"USA","South","P77","Water","169","3441.48","1426.3","2024-01-19"
"Germany","South","P49","Water","383","4318.46","1226.67","2024-01-19"
"USA","West","P12","Carbonated Drinks","625","4126.47","1411.8","2024-01-19"
"China","North","P51","Juices","622","3653.7","2445.24","2024-01-19"
"Brazil","South","P34","Water","308","4888.97","2625.71","2024-01-19"
"China","West","P69","Carbonated Drinks","987","1999.63","2540.47","2024-01-19"
"India","West","P57","Juices","291","3795.37","639.54","2024-01-19"
"Germany","West","P34","Carbonated Drinks","932","2378.25","2009.33","2024-01-19"
"India","West","P48","Juices","859","1534.1","2247.63","2024-01-19"
"India","East","P3","Carbonated Drinks","292","4053.69","2273.8","2024-01-20"
"Brazil","West","P89","Juices","542","3921.16","2547.83","2024-01-20"
"USA","East","P92","Juices","216","3122.76","1242.53","2024-01-20"
"China","East","P52","Water","694","3399.12","1914.07","2024-01-20"
"Brazil","East","P63","Water","467","1822.98","507.19","2024-01-20"
"Brazil","West","P56","Water","886","1373.69","1109.22","2024-01-20"
"China","West","P41","Juices","181","3046.93","2532.66","2024-01-20"
"Germany","South","P10","Water","485","4969.05","509.68","2024-01-20"
"USA","East","P64","Water","367","3888.61","963.21","2024-01-20"
"Brazil","North","P19","Water","636","2717.51","1773.21","2024-01-20"
"Germany","West","P3","Carbonated Drinks","333","2443.31","874.66","2024-01-20"
"Germany","South","P33","Juices","352","4582.9","2617.14","2024-01-20"
"Germany","East","P29","Carbonated Drinks","949","1141.38","2746.64","2024-01-20"
"India","South","P24","Water","335","4903.57","2690.43","2024-01-20"
"Germany","South","P63","Juices","269","1836.04","1424.4","2024-01-20"
"USA","East","P21","Carbonated Drinks","309","4989.8","1091.67","2024-01-20"
"China","West","P74","Water","121","4595.06","2081.59","2024-01-20"
"Brazil","West","P1","Water","787","1396.79","2948.04","2024-01-20"
"China","South","P6","Water","312","3126.57","1087.9","2024-01-20"
"Germany","North","P38","Carbonated Drinks","600","2930.85","2918.21","2024-01-20"
"China","North","P12","Water","668","4741.32","557.67","2024-01-20"
"India","South","P78","Water","472","4923.17","1678.02","2024-01-20"
"India","North","P14","Water","877","3852.61","1351.63","2024-01-20"
"Germany","West","P2","Juices","756","3210.66","811.16","2024-01-20"
"USA","West","P33","Carbonated Drinks","984","3201.18","1086.59","2024-01-21"
"India","South","P91","Carbonated Drinks","281","1784.25","1474.37","2024-01-21"
"USA","East","P76","Water","124","4071.06","2470.76","2024-01-21"
"Brazil","West","P51","Carbonated Drinks","387","1592.67","2073.34","2024-01-21"
"India","North","P58","Juices","998","2680.46","1456.21","2024-01-21"
"Germany","West","P62","Carbonated Drinks","586","4110.28","1837.4","2024-01-21"
"Germany","East","P46","Juices","852","4677.82","1505.75","2024-01-21"
"China","East","P86","Water","860","1323.75","2112.29","2024-01-21"
"India","North","P17","Carbonated Drinks","614","1580.26","635.73","2024-01-21"
"China","South","P17","Juices","824","1057.35","506.29","2024-01-21"
"Brazil","West","P71","Juices","884","4386.59","1322.99","2024-01-21"
"Germany","East","P86","Juices","619","1153.4","2134.83","2024-01-21"
"India","North","P100","Water","606","1339.36","1678.91","2024-01-21"
"Germany","South","P9","Carbonated Drinks","259","4078.8","1457.51","2024-01-21"
"China","West","P3","Juices","492","1869.87","655.46","2024-01-21"
"Germany","East","P2","Juices","769","1843.74","1003.56","2024-01-21"
"Germany","South","P69","Juices","513","3040.7","1156.5","2024-01-21"
"Brazil","North","P70","Water","756","1622.76","2517.27","2024-01-21"
"Germany","North","P45","Juices","349","3746.58","2962.12","2024-01-21"
"China","West","P34","Juices","553","2612.53","2562.56","2024-01-21"
"USA","South","P74","Carbonated Drinks","707","3016.33","1879.96","2024-01-21"
"Germany","South","P83","Carbonated Drinks","229","4324.3","2085.23","2024-01-21"
"India","North","P39","Juices","584","2078","2831.78","2024-01-21"
"India","West","P33","Juices","375","1518.37","1074.2","2024-01-21"
"China","East","P40","Carbonated Drinks","187","4506.55","1175.15","2024-01-22"
"Germany","North","P17","Water","222","1621.62","2803.22","2024-01-22"
"Brazil","South","P9","Juices","819","4487.02","2376.54","2024-01-22"
"Germany","East","P14","Carbonated Drinks","905","1775.29","1036.18","2024-01-22"
"China","West","P30","Juices","570","4253.22","1309.29","2024-01-22"
"India","East","P27","Carbonated Drinks","683","1814.5","606.93","2024-01-22"
"USA","East","P74","Juices","371","3955.74","1565.47","2024-01-22"
"Germany","East","P39","Water","970","4746.33","981.65","2024-01-22"
"USA","West","P49","Carbonated Drinks","887","3484.59","1956.34","2024-01-22"
"USA","South","P68","Juices","504","4906.91","2613.86","2024-01-22"
"Germany","South","P54","Water","610","1273.96","694.67","2024-01-22"
"Brazil","North","P20","Juices","130","2784.22","2266.26","2024-01-22"
"Germany","West","P53","Water","283","3941.33","2564.05","2024-01-22"
"China","West","P77","Juices","214","4942.72","1420.69","2024-01-22"
"Germany","North","P4","Juices","556","2709.74","1073.76","2024-01-22"
"Germany","South","P80","Water","943","4228.83","1199.18","2024-01-22"
"USA","East","P66","Water","464","1872.58","1147.2","2024-01-22"
"Germany","East","P79","Carbonated Drinks","801","2614.65","804.93","2024-01-22"
"Brazil","West","P26","Juices","197","3842.84","974.93","2024-01-22"
"China","East","P80","Water","970","4562.24","2055.37","2024-01-22"
"India","South","P89","Juices","820","2956.52","1930.96","2024-01-22"
"USA","West","P94","Carbonated Drinks","186","1668.57","1550.26","2024-01-22"
"India","East","P80","Carbonated Drinks","712","1433.42","2389.04","2024-01-22"
"China","North","P69","Carbonated Drinks","971","2532.3","759.1","2024-01-22"
"India","North","P64","Juices","343","3075.88","2894.15","2024-01-23"
"Germany","East","P75","Water","843","3019.59","2802.45","2024-01-23"
"USA","East","P4","Juices","494","3377.76","1139.47","2024-01-23"
"USA","South","P95","Water","132","1554.92","2188.84","2024-01-23"
"Brazil","East","P33","Water","302","3679.9","1840.24","2024-01-23"
"China","East","P97","Water","155","4144.39","1138.04","2024-01-23"
"USA","West","P17","Juices","630","1682.39","2272.95","2024-01-23"
"Germany","South","P85","Water","952","3386.1","1837.05","2024-01-23"
"Germany","North","P50","Carbonated Drinks","576","1427.01","2274.64","2024-01-23"
"Brazil","East","P15","Water","973","3105.25","2568.49","2024-01-23"
"India","West","P13","Water","533","4189.65","2539.82","2024-01-23"
"Germany","East","P48","Carbonated Drinks","737","2044.86","912.11","2024-01-23"
"Germany","West","P72","Water","771","2683.53","2514.63","2024-01-23"
"China","North","P70","Juices","267","2347.14","1445.98","2024-01-23"
"Brazil","East","P48","Water","797","1808.47","1028.78","2024-01-23"
"USA","North","P81","Water","881","4714.18","2593.68","2024-01-23"
"Brazil","South","P34","Water","286","1835.25","2850.75","2024-01-23"
"USA","East","P44","Juices","792","1764.67","1509.04","2024-01-23"
"USA","North","P32","Carbonated Drinks","265","1187.24","2234.01","2024-01-23"
"India","South","P99","Juices","188","2409.92","743.18","2024-01-23"
"India","East","P51","Carbonated Drinks","147","4466.79","590.85","2024-01-23"
"Brazil","East","P57","Carbonated Drinks","654","1675.11","1650.44","2024-01-23"
"Brazil","East","P34","Carbonated Drinks","700","1306.44","1482.03","2024-01-23"
"India","West","P69","Juices","144","3758.84","2083.76","2024-01-23"
"USA","North","P60","Water","776","1479.89","556.15","2024-01-24"
"China","East","P5","Water","726","1325.09","1516.95","2024-01-24"
"India","South","P3","Water","843","1465.95","2903.04","2024-01-24"
"China","West","P77","Juices","534","2632.2","1284.89","2024-01-24"
"Brazil","East","P14","Juices","494","3844.21","941.01","2024-01-24"
"China","West","P61","Carbonated Drinks","358","3013.55","517.64","2024-01-24"
"Germany","East","P28","Carbonated Drinks","467","1217.41","2550.02","2024-01-24"
"USA","East","P50","Water","763","2022.39","2969.06","2024-01-24"
"India","East","P12","Juices","101","4642.36","1835.9","2024-01-24"
"Brazil","North","P60","Water","241","2664.53","1138.58","2024-01-24"
"India","South","P30","Juices","538","4085.07","571.38","2024-01-24"
"Germany","North","P6","Juices","355","3961.69","605.05","2024-01-24"
"USA","East","P45","Carbonated Drinks","452","3264.23","1801.48","2024-01-24"
"Brazil","North","P20","Carbonated Drinks","176","3073.97","2109.44","2024-01-24"
"Germany","North","P23","Carbonated Drinks","782","1183.3","2901.19","2024-01-24"
"India","West","P43","Water","651","2645.51","1354.47","2024-01-24"
"Brazil","North","P56","Juices","611","1506.6","509.69","2024-01-24"
"USA","West","P44","Carbonated Drinks","614","2437.22","578.53","2024-01-24"
"India","West","P99","Water","215","4904.33","1617.74","2024-01-24"
"USA","South","P99","Juices","308","3329.57","2903.71","2024-01-24"
"USA","East","P22","Carbonated Drinks","239","1007.92","782.76","2024-01-24"
"USA","East","P46","Water","131","3760.72","1000.86","2024-01-24"
"Germany","South","P63","Water","475","4054.27","2740.63","2024-01-24"
"China","West","P63","Juices","959","3481.41","2476.22","2024-01-24"
"Brazil","East","P91","Juices","998","4208.76","1594.17","2024-01-25"
"Germany","North","P75","Water","191","1645.79","1903.56","2024-01-25"
"Brazil","South","P4","Juices","128","3476.75","974.11","2024-01-25"
"China","North","P37","Juices","272","1068.19","822.94","2024-01-25"
"Brazil","North","P26","Carbonated Drinks","281","4604.23","1999.87","2024-01-25"
"Germany","West","P92","Juices","967","2846.62","1235.38","2024-01-25"
"India","East","P12","Juices","354","1037.87","966.41","2024-01-25"
"China","South","P60","Juices","283","2211.55","2033.93","2024-01-25"
"India","East","P4","Juices","827","2866.05","2535.73","2024-01-25"
"Brazil","South","P83","Carbonated Drinks","864","1169.3","1134.79","2024-01-25"
"USA","South","P59","Juices","975","4378.29","1599.56","2024-01-25"
"India","West","P21","Water","206","2024.96","1954.04","2024-01-25"
"China","East","P56","Carbonated Drinks","153","4501.73","2358.39","2024-01-25"
"India","North","P34","Carbonated Drinks","313","2125.14","2250.75","2024-01-25"
"China","North","P88","Juices","499","1160.81","1358.91","2024-01-25"
"India","North","P74","Water","742","1243.4","1622.15","2024-01-25"
"India","North","P17","Water","439","2546.5","1929.29","2024-01-25"
"India","West","P2","Water","713","2393.41","2854.54","2024-01-25"
"Brazil","South","P98","Water","234","4572.3","1104.46","2024-01-25"
"China","West","P33","Carbonated Drinks","404","2265.58","2103.21","2024-01-25"
"India","South","P64","Water","300","2812.72","2924.27","2024-01-25"
"China","West","P19","Juices","712","1087.94","1331.61","2024-01-25"
"China","East","P53","Carbonated Drinks","958","1101.3","899.21","2024-01-25"
"China","East","P32","Juices","547","4040.52","1298.33","2024-01-25"
"USA","North","P40","Juices","728","2157.63","566.61","2024-01-26"
"China","North","P5","Juices","653","3216","1679.77","2024-01-26"
"China","West","P81","Juices","772","4433.35","2454.1","2024-01-26"
"USA","West","P55","Water","479","1146.45","890.56","2024-01-26"
"Germany","East","P42","Water","891","4003.08","1584.7","2024-01-26"
"USA","East","P20","Juices","112","1650.24","2395.58","2024-01-26"
"China","North","P29","Juices","306","3709.92","1683.44","2024-01-26"
"Brazil","West","P53","Water","774","4338.87","700.04","2024-01-26"
"China","West","P70","Juices","248","4940.78","2558.35","2024-01-26"
"Brazil","East","P86","Juices","604","1797.63","1978.95","2024-01-26"
"Germany","East","P17","Carbonated Drinks","463","3186.81","2403.43","2024-01-26"
"India","South","P39","Juices","406","2638.93","2774.7","2024-01-26"
"Brazil","East","P7","Water","603","2174.84","743.35","2024-01-26"
"Germany","West","P31","Juices","151","1676.73","2188.31","2024-01-26"
"India","North","P46","Carbonated Drinks","738","2363.11","1842.07","2024-01-26"
"Germany","South","P69","Juices","953","4908.35","894.23","2024-01-26"
"Brazil","East","P27","Juices","147","1683.61","1839.16","2024-01-26"
