"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"Brazil","West","13368.74","Digital","75628","7","2024-01-21"
"China","West","13176.4","Digital","39705","4","2024-01-21"
"India","East","18799.29","Traditional","90319","5","2024-01-21"
"Germany","South","9616.96","Traditional","37824","10","2024-01-21"
"China","East","14406.54","Traditional","91659","8","2024-01-21"
"Brazil","West","10192.2","Traditional","85662","7","2024-01-21"
"Germany","North","7045.11","Digital","56758","6","2024-01-21"
"India","North","9711.74","Traditional","32267","9","2024-01-21"
"USA","East","13486.53","Digital","84300","5","2024-01-21"
"USA","North","14789.41","Digital","76261","9","2024-01-21"
"China","East","19578.41","Traditional","21685","8","2024-01-21"
"China","West","15017.55","Digital","91612","8","2024-01-21"
"Germany","West","13548.17","Traditional","21720","7","2024-01-21"
"Germany","West","6687.28","Digital","33525","6","2024-01-21"
"Germany","North","15948.43","Traditional","57972","7","2024-01-21"
"India","South","13191.8","Digital","14624","8","2024-01-21"
"India","East","19152.53","Traditional","44513","3","2024-01-21"
"USA","West","13168.36","Digital","62109","7","2024-01-21"
"China","West","17021.23","Traditional","46475","6","2024-01-21"
"Brazil","South","12381.83","Traditional","85653","9","2024-01-21"
"USA","West","9992.72","Digital","81057","3","2024-01-22"
"China","South","6032.56","Digital","33335","5","2024-01-22"
"India","North","13104.39","Traditional","11362","5","2024-01-22"
"USA","East","6566.25","Traditional","14555","1","2024-01-22"
"Brazil","South","9540.7","Traditional","76228","3","2024-01-22"
"USA","West","6877.39","Traditional","21508","5","2024-01-22"
"Germany","South","16944.58","Digital","83030","3","2024-01-22"
"Germany","West","5255.55","Traditional","41049","1","2024-01-22"
"China","North","16699.52","Traditional","81075","4","2024-01-22"
"China","South","19182.56","Traditional","40631","9","2024-01-22"
"China","North","15509.59","Digital","12724","9","2024-01-22"
"USA","North","8443.87","Traditional","13532","3","2024-01-22"
"India","East","10285.73","Digital","38652","3","2024-01-22"
"Brazil","South","17386.79","Digital","69660","7","2024-01-22"
"China","North","9084.25","Digital","35075","3","2024-01-22"
"USA","South","11023.68","Traditional","65660","6","2024-01-22"
"India","South","6254.58","Traditional","40145","2","2024-01-22"
"India","West","8219.97","Digital","96711","2","2024-01-22"
"Germany","South","16578.89","Digital","36308","6","2024-01-22"
"Germany","North","18152.52","Digital","67503","4","2024-01-22"
"Brazil","North","5242.33","Digital","42435","3","2024-01-22"
"Brazil","North","12344.2","Digital","74706","2","2024-01-22"
"Germany","West","6110.13","Traditional","24060","7","2024-01-22"
"India","East","14602.22","Digital","72371","7","2024-01-22"
"India","North","18247.02","Digital","64169","7","2024-01-23"
"Brazil","West","9610.52","Traditional","99149","10","2024-01-23"
"Brazil","North","7786.53","Digital","94748","9","2024-01-23"
"India","West","11814.77","Digital","45670","10","2024-01-23"
"Germany","North","6917.78","Traditional","85997","7","2024-01-23"
"India","West","8523.13","Digital","95272","4","2024-01-23"
"Germany","North","7821.19","Traditional","62404","6","2024-01-23"
"Brazil","East","8333.84","Digital","46507","10","2024-01-23"
"India","North","13762.93","Traditional","64068","5","2024-01-23"
"India","North","16279.61","Digital","84626","6","2024-01-23"
"Brazil","South","13030.67","Traditional","81455","2","2024-01-23"
"Brazil","North","8989.71","Traditional","53894","2","2024-01-23"
"China","East","9180.48","Traditional","20352","2","2024-01-23"
"USA","West","19422.46","Digital","75234","5","2024-01-23"
"Germany","South","11705.77","Digital","89539","9","2024-01-23"
"India","North","5608.31","Digital","62181","10","2024-01-23"
"USA","South","10492.22","Traditional","90884","9","2024-01-23"
"India","East","18741.76","Traditional","53127","3","2024-01-23"
"China","North","6493.16","Traditional","98748","6","2024-01-23"
"China","South","9419.18","Traditional","67352","4","2024-01-23"
"Germany","West","6982.4","Traditional","76351","9","2024-01-23"
"Germany","North","7887.33","Traditional","56019","7","2024-01-23"
"China","North","16162.8","Digital","21379","3","2024-01-23"
"Germany","North","15239.49","Traditional","86372","8","2024-01-23"
"Germany","South","8557.29","Digital","32368","2","2024-01-24"
"India","South","16893.29","Traditional","50703","2","2024-01-24"
"China","West","13196.7","Traditional","43644","10","2024-01-24"
"Brazil","East","18892.07","Digital","39434","4","2024-01-24"
"Brazil","South","5562.58","Traditional","20739","2","2024-01-24"
"USA","North","7945.84","Digital","98674","6","2024-01-24"
"Brazil","East","9114.49","Digital","91522","1","2024-01-24"
"Brazil","North","7498.25","Digital","92962","7","2024-01-24"
"Germany","West","5856.98","Traditional","26995","5","2024-01-24"
"China","West","17870.97","Digital","18283","7","2024-01-24"
"China","East","18621.52","Digital","46294","8","2024-01-24"
"China","North","19292.41","Digital","17287","4","2024-01-24"
"Brazil","South","8090.96","Traditional","12427","8","2024-01-24"
"Germany","West","10041.72","Traditional","80426","2","2024-01-24"
"Brazil","West","8075.74","Digital","81728","2","2024-01-24"
"Brazil","South","6620.03","Traditional","33646","7","2024-01-24"
"Brazil","East","12637.57","Digital","14668","3","2024-01-24"
"Brazil","East","8229.64","Traditional","13206","1","2024-01-24"
"Germany","West","18046.04","Traditional","72024","2","2024-01-24"
"China","West","14564.88","Traditional","59214","4","2024-01-24"
"China","East","10494.21","Traditional","48582","3","2024-01-24"
"China","East","14360.76","Digital","45350","4","2024-01-24"
"USA","North","16607.51","Digital","12069","9","2024-01-24"
"Brazil","East","7490.66","Traditional","62670","4","2024-01-24"
"China","East","7364.82","Traditional","94525","4","2024-01-25"
"China","North","9088.62","Digital","73689","6","2024-01-25"
"China","North","18308.29","Digital","44491","5","2024-01-25"
"Germany","West","15877.26","Traditional","80435","8","2024-01-25"
"Brazil","North","11975.23","Digital","42831","10","2024-01-25"
"China","West","12618.11","Digital","41180","9","2024-01-25"
"China","East","19183.53","Digital","99374","10","2024-01-25"
"USA","South","15929.78","Traditional","16274","6","2024-01-25"
"Brazil","East","8760.82","Traditional","48886","6","2024-01-25"
"China","North","9005.4","Traditional","90495","10","2024-01-25"
"China","West","5805.79","Traditional","94269","7","2024-01-25"
"China","North","10846.32","Traditional","28002","4","2024-01-25"
"Germany","West","18450.6","Digital","20841","4","2024-01-25"
"Brazil","East","14416.03","Digital","61075","5","2024-01-25"
"India","North","17647.03","Traditional","56016","3","2024-01-25"
"Brazil","East","8997.36","Digital","94320","2","2024-01-25"
"India","North","18901.68","Traditional","21992","3","2024-01-25"
"Brazil","West","5877.96","Traditional","57539","8","2024-01-25"
"China","East","10169.43","Digital","30303","1","2024-01-25"
"Germany","North","17303.7","Traditional","38445","9","2024-01-25"
"India","North","9757.99","Digital","66889","7","2024-01-25"
"Germany","North","5104.18","Traditional","82378","5","2024-01-25"
"India","West","19103.53","Digital","15760","4","2024-01-25"
"China","South","5898.47","Digital","47503","5","2024-01-25"
"Germany","North","13660.46","Traditional","93186","4","2024-01-26"
"Brazil","North","9958.34","Digital","15519","8","2024-01-26"
"Germany","North","19063.26","Digital","80041","9","2024-01-26"
"China","South","13700.11","Traditional","45545","3","2024-01-26"
"India","South","5140.84","Traditional","15168","10","2024-01-26"
"China","East","16150.01","Digital","29651","4","2024-01-26"
"Brazil","South","18987.09","Digital","84499","4","2024-01-26"
"India","West","18119.75","Traditional","68628","9","2024-01-26"
"Brazil","South","19371.59","Digital","52684","10","2024-01-26"
"Brazil","West","10352.18","Traditional","76335","9","2024-01-26"
"Brazil","South","13203.81","Traditional","37226","9","2024-01-26"
"India","West","17989.21","Traditional","31092","10","2024-01-26"
"India","South","7517.7","Traditional","88423","10","2024-01-26"
"India","North","5499.67","Digital","47781","5","2024-01-26"
"Germany","North","8048.59","Digital","22092","2","2024-01-26"
"Brazil","North","10852.63","Traditional","20336","3","2024-01-26"
"USA","West","15790.28","Traditional","53433","5","2024-01-26"
"Germany","North","18314.27","Traditional","57202","5","2024-01-26"
"USA","South","15198.2","Traditional","11962","9","2024-01-26"
"China","East","18485.56","Digital","75551","8","2024-01-26"
"Germany","North","14891.83","Traditional","18844","9","2024-01-26"
"China","East","15023.33","Traditional","81920","9","2024-01-26"
"Brazil","North","18967.68","Traditional","48334","5","2024-01-26"
"India","East","16258.24","Digital","53211","5","2024-01-26"
"India","East","9658.45","Traditional","53320","5","2024-01-27"
"India","South","12396.7","Traditional","40750","2","2024-01-27"
"Germany","West","18642.23","Digital","79974","5","2024-01-27"
"China","North","6571.64","Traditional","65796","6","2024-01-27"
"Germany","East","11020.07","Digital","17701","2","2024-01-27"
"USA","East","9118.38","Digital","32578","2","2024-01-27"
"USA","West","8459.34","Traditional","34588","1","2024-01-27"
"China","North","13802.36","Traditional","90286","3","2024-01-27"
"Brazil","West","15540.22","Traditional","90354","5","2024-01-27"
"USA","South","13314.03","Traditional","38512","10","2024-01-27"
"USA","West","14551.55","Traditional","44286","3","2024-01-27"
"China","East","14388.21","Digital","89962","1","2024-01-27"
"India","North","8819.01","Traditional","71561","4","2024-01-27"
"Brazil","North","5550.93","Traditional","79572","9","2024-01-27"
"China","South","5301.84","Digital","17304","2","2024-01-27"
"China","West","5870.66","Digital","76934","5","2024-01-27"
"Brazil","West","7265.34","Traditional","58086","1","2024-01-27"
"USA","East","17957.62","Traditional","38555","7","2024-01-27"
"Brazil","North","16433.33","Digital","21410","7","2024-01-27"
"Brazil","West","5817.43","Traditional","98461","7","2024-01-27"
"Germany","West","11161.29","Traditional","50896","9","2024-01-27"
"USA","East","14430.43","Digital","30017","7","2024-01-27"
"Brazil","South","7323.36","Traditional","20934","9","2024-01-27"
"Brazil","East","7059.49","Traditional","85043","1","2024-01-27"
"India","East","11787.63","Digital","38719","9","2024-01-28"
"Brazil","West","7533.88","Traditional","42164","7","2024-01-28"
"USA","East","5446.03","Traditional","46850","5","2024-01-28"
"India","West","5326.64","Traditional","12760","1","2024-01-28"
"USA","South","13490.24","Traditional","83585","3","2024-01-28"
"Brazil","West","14822.32","Digital","21687","9","2024-01-28"
"China","South","9752.4","Traditional","66831","6","2024-01-28"
"Germany","North","18136.77","Traditional","78364","4","2024-01-28"
"Brazil","North","13554.21","Traditional","93083","3","2024-01-28"
"Brazil","West","13206.05","Digital","37369","4","2024-01-28"
"USA","East","16829.59","Digital","42417","8","2024-01-28"
"USA","East","18916.28","Digital","80144","1","2024-01-28"
"China","North","16350.39","Traditional","45273","2","2024-01-28"
"India","South","15844.79","Traditional","18976","3","2024-01-28"
"Brazil","East","11107.4","Digital","92027","8","2024-01-28"
"Brazil","North","14379.96","Traditional","64214","10","2024-01-28"
"India","South","7291.06","Traditional","97226","6","2024-01-28"
"Germany","South","9727.56","Digital","64694","3","2024-01-28"
"USA","South","11038.21","Digital","64985","4","2024-01-28"
"USA","South","17010.16","Traditional","12843","9","2024-01-28"
"India","North","7924.14","Digital","41633","5","2024-01-28"
"India","South","19126.93","Digital","70916","8","2024-01-28"
"Brazil","North","6099.78","Traditional","32296","9","2024-01-28"
"India","South","10495.88","Digital","64217","2","2024-01-28"
"USA","East","10683.11","Digital","96714","9","2024-01-29"
"USA","West","12057.92","Traditional","98381","8","2024-01-29"
"Germany","North","5731.85","Traditional","34010","3","2024-01-29"
"Germany","West","13260.23","Digital","61647","8","2024-01-29"
"USA","East","16590.27","Traditional","12764","8","2024-01-29"
"USA","South","14059.55","Digital","75055","6","2024-01-29"
"Brazil","North","6251.69","Digital","57698","4","2024-01-29"
"Germany","South","15646.28","Digital","18637","9","2024-01-29"
"China","South","19093.81","Digital","97820","3","2024-01-29"
"Germany","South","14536.38","Digital","37369","10","2024-01-29"
"USA","East","7042.13","Traditional","78193","7","2024-01-29"
"USA","South","14220.57","Digital","19341","2","2024-01-29"
"Germany","East","16143.81","Traditional","49595","8","2024-01-29"
"China","West","10495.62","Digital","78293","5","2024-01-29"
"Germany","North","6490.01","Traditional","50372","8","2024-01-29"
"Germany","East","5207.28","Traditional","13271","8","2024-01-29"
"Germany","East","18998.14","Digital","99643","9","2024-01-29"
"USA","West","13112.91","Digital","95486","5","2024-01-29"
"USA","North","16267.62","Traditional","28957","6","2024-01-29"
"USA","West","5477.12","Digital","91926","9","2024-01-29"
"Brazil","West","13652.56","Digital","45833","7","2024-01-29"
"USA","South","11731.36","Traditional","58175","7","2024-01-29"
"China","East","5843.51","Traditional","25584","7","2024-01-29"
"China","East","6525.73","Traditional","70949","4","2024-01-29"
"Germany","East","5795.58","Traditional","67665","5","2024-01-30"
"China","East","10939.82","Traditional","19909","9","2024-01-30"
"India","South","5103.55","Digital","84254","7","2024-01-30"
"Brazil","East","18090.43","Traditional","73081","9","2024-01-30"
"Brazil","East","13420.88","Traditional","76232","2","2024-01-30"
"Brazil","East","13517.86","Digital","43876","4","2024-01-30"
"China","East","13838.44","Digital","66337","6","2024-01-30"
"Germany","East","15680.64","Traditional","96833","9","2024-01-30"
"Brazil","South","12996.15","Traditional","92433","2","2024-01-30"
"Germany","West","5869.34","Traditional","28456","5","2024-01-30"
"India","South","15211.91","Traditional","53078","10","2024-01-30"
"USA","South","15810.59","Digital","46124","6","2024-01-30"
"India","West","12873.84","Traditional","63428","8","2024-01-30"
