Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
Brazil,South,P71,Water,998,1098.43,2422.02,2024-01-26,18987.09,Digital,84499,4,2,Positive,126,Competitor_B,9.0,18.83,-1323.59,-1.2049834764163396
Brazil,East,P52,Carbonated Drinks,340,3886.61,2699.35,2024-01-27,7059.49,Traditional,85043,1,2,Positive,252,Competitor_C,2.64,12.45,1187.2600000000002,0.3054744365912711
Brazil,East,P62,Juices,918,4171.55,620.8,2024-01-27,7059.49,Traditional,85043,1,2,Negative,498,Competitor_A,6.8,27.76,3550.75,0.8511824142105452
Brazil,West,P46,Carbonated Drinks,414,3517.96,2914.86,2024-01-27,15540.22,Traditional,90354,5,1,Positive,345,Competitor_A,5.69,38.36,603.0999999999999,0.17143458140513249
China,West,P15,Water,504,4954.26,1459.97,2024-01-27,5870.66,Digital,76934,5,3,Negative,498,Competitor_C,6.74,49.34,3494.29,0.7053101775038048
China,West,P51,Juices,867,3260.95,1801.2,2024-01-27,5870.66,Digital,76934,5,5,Positive,382,Competitor_A,1.46,24.03,1459.7499999999998,0.44764562474125635
India,North,P7,Carbonated Drinks,665,2905.61,2755.48,2024-01-27,8819.01,Traditional,71561,4,3,Negative,449,Competitor_C,9.31,23.76,150.1300000000001,0.05166901270301248
Usa,East,P100,Carbonated Drinks,891,1933.69,2081.46,2024-01-28,5446.03,Traditional,46850,5,4,Negative,490,Competitor_B,5.78,41.9,-147.76999999999998,-0.07641866069535447
Usa,East,P14,Carbonated Drinks,589,1724.04,2202.86,2024-01-28,5446.03,Traditional,46850,5,4,Negative,490,Competitor_B,5.78,41.9,-478.82000000000016,-0.27773137514210816
Germany,North,P3,Juices,164,3808.65,1240.06,2024-01-28,18136.77,Traditional,78364,4,1,Positive,332,Competitor_B,7.49,13.55,2568.59,0.6744095676945899
Germany,North,P49,Juices,541,1738.33,1583.02,2024-01-28,18136.77,Traditional,78364,4,1,Positive,332,Competitor_B,7.49,13.55,155.30999999999995,0.0893443707466361
China,South,P37,Juices,230,3035.56,2394.64,2024-01-28,9752.4,Traditional,66831,6,5,Negative,229,Competitor_B,4.18,25.86,640.9200000000001,0.2111373189790352
Usa,North,P39,Juices,196,4280.14,1798.87,2024-01-29,16267.62,Traditional,28957,6,1,Positive,314,Competitor_A,6.14,28.63,2481.2700000000004,0.5797170186021953
Germany,East,P26,Carbonated Drinks,968,1979.99,2322.62,2024-01-29,16143.81,Traditional,49595,8,2,Negative,135,Competitor_A,9.96,32.73,-342.6299999999999,-0.17304632851681062
Germany,East,P12,Carbonated Drinks,614,4164.88,1278.97,2024-01-29,16143.81,Traditional,49595,8,2,Negative,135,Competitor_A,9.96,32.73,2885.91,0.692915522175909
Germany,South,P17,Carbonated Drinks,255,2455.82,1795.32,2024-01-29,15646.28,Digital,18637,9,4,Negative,437,Competitor_A,6.59,37.39,660.5000000000002,0.26895293629011907
Germany,South,P48,Carbonated Drinks,503,4413.71,1874.62,2024-01-29,15646.28,Digital,18637,9,4,Negative,437,Competitor_A,6.59,37.39,2539.09,0.5752734094446622
Brazil,North,P92,Water,395,3926.2,1391.75,2024-01-29,6251.69,Digital,57698,4,1,Positive,179,Competitor_A,4.73,10.3,2534.45,0.6455223880597015
Usa,South,P9,Juices,661,1700.73,2259.11,2024-01-29,14059.55,Digital,75055,6,3,Negative,135,Competitor_B,3.6,47.57,-558.3800000000001,-0.3283178399863589
China,East,P60,Water,195,2352.79,2348.85,2024-01-29,5843.51,Traditional,25584,7,3,Negative,493,Competitor_C,2.19,29.42,3.9400000000000546,0.001674607593537908
China,East,P75,Water,517,2969.18,586.64,2024-01-29,5843.51,Traditional,25584,7,3,Negative,493,Competitor_C,2.19,29.42,2382.54,0.8024235647552523
China,East,P56,Water,902,3583.9,2698.3,2024-01-29,5843.51,Traditional,25584,7,3,Negative,493,Competitor_C,2.19,29.42,885.5999999999999,0.24710510895951335
China,North,P56,Water,517,1881.71,2536.03,2024-01-30,15039.47,Traditional,14736,4,2,Positive,84,Competitor_B,1.38,13.75,-654.3200000000002,-0.3477262702541838
India,East,P57,Juices,224,3374.08,2337.55,2024-01-30,15612.59,Digital,15636,10,5,Positive,243,Competitor_C,6.53,33.82,1036.5299999999997,0.3072037414643398
China,South,P37,Water,582,3818.68,2410.9,2024-01-31,8350.3,Traditional,26488,10,2,Negative,326,Competitor_C,1.71,22.28,1407.7799999999997,0.3686561848596897
Usa,East,P78,Juices,624,2916.27,1131.75,2024-01-31,10881.14,Traditional,48983,9,4,Negative,429,Competitor_B,7.87,35.77,1784.52,0.6119186495077616
India,North,P3,Water,977,3523.67,1192.46,2024-01-31,9878.59,Traditional,11288,9,2,Negative,353,Competitor_A,2.59,38.94,2331.21,0.6615857898157319
India,North,P46,Water,297,2070.3,1381.68,2024-01-31,9878.59,Traditional,11288,9,2,Negative,353,Competitor_A,2.59,38.94,688.6200000000001,0.3326184610925953
Usa,West,P98,Carbonated Drinks,769,4647.56,518.12,2024-01-31,7781.46,Digital,15427,6,5,Negative,136,Competitor_C,1.01,41.6,4129.4400000000005,0.8885178459234523
China,East,P73,Juices,740,4446.7,1123.72,2024-01-31,10564.29,Traditional,38452,3,1,Negative,472,Competitor_C,9.85,23.93,3322.9799999999996,0.7472912496907819
India,North,P79,Juices,104,1776.37,1434.7,2024-02-01,15077.61,Traditional,63598,2,3,Negative,150,Competitor_B,4.19,31.7,341.66999999999985,0.19234168557226247
Usa,West,P28,Water,703,3732.72,582.38,2024-02-01,5734.98,Traditional,33662,5,1,Positive,409,Competitor_B,8.4,33.33,3150.3399999999997,0.8439797252405752
Brazil,East,P42,Water,574,2220.45,549.14,2024-02-01,19760.42,Traditional,94877,3,3,Negative,268,Competitor_A,8.86,14.81,1671.31,0.7526897700916482
Brazil,East,P79,Water,337,4270.66,2500.32,2024-02-01,19760.42,Traditional,94877,3,3,Negative,268,Competitor_A,8.86,14.81,1770.3399999999997,0.41453545821957255
China,East,P73,Water,113,3010.83,2741.1,2024-02-01,10907.6,Traditional,36145,10,1,Positive,115,Competitor_C,2.19,29.42,269.73,0.08958659240143084
China,West,P82,Carbonated Drinks,935,4973.26,2493.01,2024-02-01,16112.7,Traditional,18087,4,3,Negative,224,Competitor_C,4.46,21.67,2480.25,0.49871713926076655
China,North,P7,Juices,905,2419.19,594.36,2024-02-01,18177.68,Digital,26050,1,4,Positive,390,Competitor_C,5.43,48.3,1824.83,0.7543144606252505
India,East,P17,Water,913,4596.52,1728.16,2024-02-01,14993.86,Traditional,31721,9,2,Positive,392,Competitor_C,4.72,20.46,2868.3600000000006,0.6240286129506671
Usa,North,P75,Juices,362,4078.29,766.17,2024-02-02,17251.12,Traditional,90786,10,2,Positive,141,Competitor_A,6.14,28.63,3312.12,0.8121344975467659
Usa,North,P68,Juices,529,2481.95,1819.91,2024-02-02,17251.12,Traditional,90786,10,2,Positive,141,Competitor_A,6.14,28.63,662.0399999999997,0.2667418763472269
India,South,P88,Carbonated Drinks,320,3798.85,1475.04,2024-02-02,18478.03,Digital,34524,5,4,Positive,241,Competitor_C,2.77,14.07,2323.81,0.6117140713637021
Brazil,East,P26,Juices,799,4517.1,1494.03,2024-02-02,9530.26,Digital,62910,9,1,Negative,444,Competitor_A,6.8,27.76,3023.0700000000006,0.669250182639304
Germany,West,P64,Carbonated Drinks,194,1188.52,1022.67,2024-02-02,16154.08,Traditional,86832,6,1,Negative,342,Competitor_B,7.79,34.54,165.85000000000002,0.13954329754652847
Usa,South,P100,Water,485,4197.42,2857.63,2024-02-02,15173.95,Traditional,78161,10,3,Positive,71,Competitor_C,6.67,28.97,1339.79,0.3191936951746549
India,West,P97,Juices,110,2198.37,1314.27,2024-02-02,9285.6,Digital,39632,7,3,Negative,141,Competitor_C,1.56,14.61,884.0999999999999,0.4021616015502395
Germany,North,P20,Water,929,3334.22,822.19,2024-02-03,17428.29,Traditional,74128,9,5,Negative,74,Competitor_A,8.0,46.04,2512.0299999999997,0.7534085933141784
Germany,North,P22,Water,783,1158.36,2245.93,2024-02-03,17428.29,Traditional,74128,9,5,Negative,74,Competitor_A,8.0,46.04,-1087.57,-0.9388877378362512
Germany,North,P21,Water,664,1350.3,1462.48,2024-02-03,17428.29,Traditional,74128,9,5,Negative,74,Competitor_A,8.0,46.04,-112.18000000000006,-0.08307783455528406
China,South,P52,Water,512,3633.28,2137.96,2024-02-03,14867.71,Digital,32754,8,5,Positive,128,Competitor_C,1.71,22.28,1495.3200000000002,0.4115620045798838
Usa,South,P28,Juices,797,1187.44,1102.38,2024-02-04,14395.14,Traditional,96982,2,4,Positive,300,Competitor_B,3.6,47.57,85.05999999999995,0.07163309304049041
Germany,North,P75,Carbonated Drinks,180,4770.19,1038.99,2024-02-04,9830.63,Digital,76198,9,4,Positive,450,Competitor_C,8.04,25.45,3731.2,0.7821910657646761
China,East,P30,Juices,847,1787.93,1831.63,2024-02-04,7181.06,Digital,30399,6,5,Negative,266,Competitor_C,9.85,23.93,-43.700000000000045,-0.024441672772424
China,East,P89,Juices,139,4243.85,1553.5,2024-02-04,7181.06,Digital,30399,6,5,Negative,266,Competitor_C,9.85,23.93,2690.3500000000004,0.6339408791545413
Brazil,West,P79,Juices,709,2847.4,2507.27,2024-02-04,8245.12,Traditional,64626,8,4,Positive,191,Competitor_C,8.78,33.92,340.1300000000001,0.11945283416450098
China,South,P39,Water,620,4849.48,2649.47,2024-02-04,15028.14,Traditional,38752,4,1,Positive,133,Competitor_C,1.71,22.28,2200.0099999999998,0.45365894900071757
Brazil,North,P25,Water,735,4171.56,1044.48,2024-02-04,19472.51,Digital,58678,9,3,Positive,414,Competitor_A,4.73,10.3,3127.0800000000004,0.7496188476253488
Usa,East,P79,Carbonated Drinks,900,2999.25,1782.79,2024-02-04,10630.89,Digital,83843,9,1,Positive,283,Competitor_B,5.78,41.9,1216.46,0.4055880636825873
Brazil,North,P90,Water,113,2552.72,2222.33,2024-02-05,10674.85,Digital,70370,4,1,Positive,318,Competitor_A,4.73,10.3,330.3899999999999,0.12942665078817883
Usa,East,P67,Water,876,4873.91,643.9,2024-02-05,5505.67,Traditional,96536,7,3,Negative,284,Competitor_A,8.32,10.01,4230.01,0.8678884099213979
China,North,P81,Water,871,2217.97,1020.29,2024-02-06,16279.53,Traditional,19436,5,5,Negative,203,Competitor_B,1.38,13.75,1197.6799999999998,0.5399892694671253
Germany,North,P21,Carbonated Drinks,197,1604.12,2581.33,2024-02-06,16184.57,Digital,18182,7,3,Positive,74,Competitor_C,8.04,25.45,-977.21,-0.6091875919507269
Brazil,North,P65,Carbonated Drinks,519,3939.23,1953.35,2024-02-06,11178.48,Traditional,82596,10,3,Positive,430,Competitor_A,9.9,20.09,1985.88,0.5041289795213786
Brazil,North,P99,Juices,155,1397.57,2441.69,2024-02-06,11178.48,Traditional,82596,10,2,Negative,87,Competitor_C,1.72,35.44,-1044.1200000000001,-0.7470967464957033
China,West,P32,Carbonated Drinks,178,4404.26,2848.13,2024-02-06,19698.15,Traditional,92853,5,5,Positive,120,Competitor_C,4.46,21.67,1556.13,0.3533238273853042
China,West,P86,Water,970,1400.21,2035.24,2024-02-06,19698.15,Traditional,92853,5,5,Positive,176,Competitor_C,6.74,49.34,-635.03,-0.4535248284185943
India,North,P80,Water,311,4013.99,1727.81,2024-02-07,6868.15,Digital,45778,4,3,Negative,130,Competitor_A,2.59,38.94,2286.18,0.5695529884229906
China,South,P40,Carbonated Drinks,550,3772.7,935.04,2024-02-07,8079.11,Digital,82234,8,4,Positive,169,Competitor_B,4.95,31.45,2837.66,0.7521562806478119
China,South,P57,Carbonated Drinks,971,1702.73,746.07,2024-02-07,8079.11,Digital,82234,8,4,Positive,169,Competitor_B,4.95,31.45,956.66,0.561838929248912
China,South,P61,Water,429,2084.0,1084.83,2024-02-07,8079.11,Digital,82234,8,2,Positive,226,Competitor_C,1.71,22.28,999.1700000000001,0.4794481765834933
Brazil,West,P56,Carbonated Drinks,458,1788.04,2744.08,2024-02-07,13562.58,Traditional,76466,4,2,Negative,223,Competitor_A,5.69,38.36,-956.04,-0.5346860249211427
Usa,North,P80,Water,253,2010.47,809.27,2024-02-07,7952.76,Traditional,10925,6,3,Positive,104,Competitor_C,4.03,24.7,1201.2,0.5974722328609728
Usa,West,P46,Juices,327,3771.25,887.62,2024-02-07,8122.3,Traditional,55635,3,3,Positive,189,Competitor_C,2.36,30.14,2883.63,0.7646350679482931
Usa,West,P34,Juices,544,3962.64,2115.13,2024-02-07,8122.3,Traditional,55635,3,3,Positive,189,Competitor_C,2.36,30.14,1847.5099999999998,0.4662321078876708
Usa,West,P98,Carbonated Drinks,640,4721.34,2840.24,2024-02-07,8122.3,Traditional,55635,3,1,Positive,163,Competitor_C,1.01,41.6,1881.1000000000004,0.3984250234043725
China,East,P40,Juices,130,2020.31,1315.87,2024-02-08,12600.51,Traditional,49007,5,3,Negative,180,Competitor_C,9.85,23.93,704.44,0.3486791630987324
China,East,P36,Juices,240,2853.62,1174.71,2024-02-08,12600.51,Traditional,49007,5,3,Negative,180,Competitor_C,9.85,23.93,1678.9099999999999,0.588343928063302
China,East,P78,Carbonated Drinks,968,1438.35,1149.81,2024-02-08,12600.51,Traditional,49007,5,4,Negative,255,Competitor_A,7.27,16.94,288.53999999999996,0.20060485973511313
Brazil,West,P34,Water,931,4224.81,2459.69,2024-02-08,10377.13,Traditional,71987,1,3,Negative,52,Competitor_C,2.59,15.46,1765.1200000000003,0.417798670236058
India,South,P15,Carbonated Drinks,206,4991.88,1666.76,2024-02-08,6274.93,Traditional,78053,2,2,Negative,286,Competitor_C,2.77,14.07,3325.12,0.6661057557473337
Usa,West,P32,Water,942,1518.47,2635.22,2024-02-08,19788.46,Traditional,21629,5,1,Positive,243,Competitor_B,8.4,33.33,-1116.7499999999998,-0.7354442300473502
Usa,West,P47,Water,755,1224.2,707.86,2024-02-08,19788.46,Traditional,21629,5,1,Positive,243,Competitor_B,8.4,33.33,516.34,0.42177748733867015
China,North,P45,Carbonated Drinks,469,1676.84,2656.32,2024-02-08,17666.23,Traditional,37119,3,3,Positive,160,Competitor_C,9.68,17.62,-979.4800000000002,-0.5841225161613512
Germany,South,P55,Water,734,3244.98,1189.56,2024-02-08,5661.57,Digital,40981,4,3,Negative,477,Competitor_A,3.37,10.29,2055.42,0.6334153061035815
Germany,South,P25,Water,515,4002.21,2931.51,2024-02-08,5661.57,Digital,40981,4,3,Negative,477,Competitor_A,3.37,10.29,1070.6999999999998,0.2675271912268471
Usa,South,P88,Juices,238,4366.04,2773.26,2024-02-09,7518.29,Traditional,71773,2,5,Positive,50,Competitor_B,3.6,47.57,1592.7799999999997,0.36481113320079517
Usa,South,P29,Juices,747,4049.03,578.66,2024-02-09,7518.29,Traditional,71773,2,5,Positive,50,Competitor_B,3.6,47.57,3470.3700000000003,0.8570867590509332
Usa,South,P16,Carbonated Drinks,191,4276.65,1712.23,2024-02-09,7518.29,Traditional,71773,2,2,Positive,488,Competitor_A,5.65,27.02,2564.4199999999996,0.5996328902295021
India,East,P5,Water,813,2521.98,849.39,2024-02-09,8422.28,Digital,82739,7,1,Negative,298,Competitor_C,4.72,20.46,1672.5900000000001,0.6632051007541694
Brazil,North,P40,Carbonated Drinks,453,3285.75,2205.52,2024-02-09,7989.96,Digital,60562,9,5,Positive,133,Competitor_A,9.9,20.09,1080.23,0.3287620786730579
Usa,West,P28,Juices,895,4668.81,2642.99,2024-02-09,18576.28,Digital,72821,7,1,Positive,84,Competitor_C,2.36,30.14,2025.8200000000006,0.4339049993467287
Brazil,South,P90,Water,152,3052.41,2384.01,2024-02-09,12946.05,Digital,68979,10,2,Positive,412,Competitor_B,9.0,18.83,668.3999999999996,0.21897451521912184
Usa,South,P55,Carbonated Drinks,198,2626.06,2210.69,2024-02-10,18382.42,Digital,87827,3,1,Positive,281,Competitor_A,5.65,27.02,415.3699999999999,0.1581723189873803
Usa,South,P96,Juices,857,4653.02,2893.7,2024-02-10,18382.42,Digital,87827,3,2,Positive,52,Competitor_B,3.6,47.57,1759.3200000000006,0.37810282354255953
China,West,P13,Carbonated Drinks,868,4485.36,2589.56,2024-02-10,15931.24,Traditional,80935,8,1,Positive,396,Competitor_C,4.46,21.67,1895.7999999999997,0.42266395562452064
Usa,West,P78,Water,728,2860.19,557.84,2024-02-10,14909.9,Digital,75098,8,1,Positive,89,Competitor_B,8.4,33.33,2302.35,0.8049640058877207
China,West,P10,Water,296,1799.51,2200.4,2024-02-11,5168.91,Digital,35761,4,1,Positive,487,Competitor_C,6.74,49.34,-400.8900000000001,-0.22277731160149158
China,West,P96,Water,846,1226.78,2142.79,2024-02-11,5168.91,Digital,35761,4,1,Positive,487,Competitor_C,6.74,49.34,-916.01,-0.7466782960269975
India,West,P25,Carbonated Drinks,603,2670.56,1453.31,2024-02-11,16301.09,Traditional,23258,10,1,Negative,491,Competitor_C,1.15,40.65,1217.25,0.4558032772152657
India,West,P96,Water,622,2042.21,1135.95,2024-02-11,16301.09,Traditional,23258,10,3,Negative,58,Competitor_C,7.32,14.59,906.26,0.44376435332311565
Usa,West,P43,Water,345,4578.11,978.92,2024-02-11,5679.86,Digital,33909,10,3,Positive,123,Competitor_B,8.4,33.33,3599.1899999999996,0.7861737703987016
China,North,P13,Juices,849,1197.08,881.54,2024-02-11,6382.99,Traditional,18504,2,4,Negative,349,Competitor_C,5.43,48.3,315.53999999999996,0.26359140575400136
China,South,P92,Juices,784,2466.35,617.14,2024-02-11,16182.53,Digital,54545,5,1,Negative,280,Competitor_B,4.18,25.86,1849.21,0.7497759847547997
Germany,South,P67,Water,717,1965.8,676.02,2024-02-11,16825.43,Digital,58102,10,2,Negative,100,Competitor_A,3.37,10.29,1289.78,0.6561094719706989
China,North,P75,Carbonated Drinks,318,2378.83,2894.09,2024-02-12,5957.77,Traditional,13475,2,2,Negative,413,Competitor_C,9.68,17.62,-515.2600000000002,-0.21660227927174294
India,South,P60,Water,982,2445.5,594.73,2024-02-12,5125.84,Traditional,69718,7,4,Negative,342,Competitor_A,4.9,23.31,1850.77,0.7568063790635862
Germany,North,P47,Carbonated Drinks,570,1822.58,2804.88,2024-02-12,14835.72,Digital,79092,1,5,Negative,143,Competitor_C,8.04,25.45,-982.3000000000002,-0.5389612527296471
Germany,North,P51,Carbonated Drinks,508,2809.23,1772.15,2024-02-12,14835.72,Digital,79092,1,5,Negative,143,Competitor_C,8.04,25.45,1037.08,0.36916877578553553
Brazil,West,P28,Juices,951,2864.26,1129.6,2024-02-12,15414.08,Digital,62857,8,3,Negative,441,Competitor_C,8.78,33.92,1734.6600000000003,0.6056223946150141
Brazil,West,P81,Carbonated Drinks,854,2697.53,629.04,2024-02-12,15414.08,Digital,62857,8,2,Negative,97,Competitor_A,5.69,38.36,2068.4900000000002,0.7668088955451839
Brazil,South,P15,Juices,966,2599.88,688.03,2024-02-12,6459.16,Digital,56492,9,4,Positive,281,Competitor_A,8.38,29.71,1911.8500000000001,0.7353608628090528
Brazil,South,P41,Water,965,2183.42,2657.44,2024-02-12,6459.16,Digital,56492,9,1,Positive,297,Competitor_B,9.0,18.83,-474.02,-0.217099779245404
India,West,P24,Carbonated Drinks,823,3666.14,637.81,2024-02-12,16753.24,Digital,36847,3,3,Positive,485,Competitor_C,1.15,40.65,3028.33,0.8260268293082097
Brazil,North,P59,Juices,279,1408.47,1864.91,2024-02-12,13683.15,Traditional,69902,4,3,Positive,55,Competitor_C,1.72,35.44,-456.44000000000005,-0.32406796026894436
Germany,East,P19,Water,158,3817.86,559.09,2024-02-13,6449.29,Digital,45527,6,2,Positive,419,Competitor_B,9.15,14.99,3258.77,0.8535593238096735
Germany,East,P71,Water,719,2537.23,1688.1,2024-02-13,6449.29,Digital,45527,6,2,Positive,419,Competitor_B,9.15,14.99,849.1300000000001,0.33466812232237525
Usa,East,P12,Carbonated Drinks,208,1539.53,1801.61,2024-02-13,18266.44,Digital,62620,7,5,Positive,222,Competitor_B,5.78,41.9,-262.0799999999999,-0.17023377264489808
India,South,P16,Water,282,1079.25,2917.2,2024-02-13,7701.67,Digital,84013,4,2,Positive,201,Competitor_A,4.9,23.31,-1837.9499999999998,-1.7029881862404446
China,West,P33,Juices,128,3340.21,830.32,2024-02-14,8753.79,Traditional,10802,4,5,Positive,217,Competitor_A,1.46,24.03,2509.89,0.7514168270857221
Brazil,South,P29,Carbonated Drinks,921,4310.9,2040.58,2024-02-14,11466.52,Digital,60787,1,1,Negative,212,Competitor_A,4.33,29.31,2270.3199999999997,0.5266464079426569
Brazil,South,P100,Carbonated Drinks,848,2740.57,2528.29,2024-02-14,11466.52,Digital,60787,1,1,Negative,212,Competitor_A,4.33,29.31,212.2800000000002,0.07745833895868384
Brazil,West,P85,Juices,582,4297.39,2266.37,2024-02-14,14050.03,Digital,18469,8,3,Negative,355,Competitor_C,8.78,33.92,2031.0200000000004,0.4726171001468334
Usa,West,P71,Water,972,2895.5,1867.64,2024-02-15,8920.45,Digital,10492,4,3,Negative,450,Competitor_B,8.4,33.33,1027.86,0.3549853220514591
Usa,West,P25,Carbonated Drinks,309,1441.8,815.91,2024-02-15,8920.45,Digital,10492,4,2,Positive,161,Competitor_C,1.01,41.6,625.89,0.43410320432792343
India,North,P77,Juices,979,3003.75,2717.19,2024-02-15,6296.5,Traditional,51539,9,3,Positive,392,Competitor_B,4.19,31.7,286.55999999999995,0.0954007490636704
India,North,P88,Carbonated Drinks,385,2505.59,2047.75,2024-02-15,6296.5,Traditional,51539,9,2,Negative,494,Competitor_C,9.31,23.76,457.84000000000015,0.18272742148555834
India,West,P91,Juices,417,2620.24,2658.2,2024-02-15,11250.78,Traditional,18934,10,3,Positive,475,Competitor_C,1.56,14.61,-37.960000000000036,-0.014487222544499755
Usa,East,P55,Water,131,1987.7,2145.19,2024-02-15,16256.35,Digital,98522,5,2,Positive,186,Competitor_A,8.32,10.01,-157.49,-0.07923227851285405
Usa,North,P12,Carbonated Drinks,675,4521.46,1363.82,2024-02-15,12856.49,Digital,60851,2,5,Positive,54,Competitor_B,6.78,38.2,3157.6400000000003,0.6983673415224286
India,South,P81,Water,323,4704.84,1094.3,2024-02-16,17782.35,Digital,32006,3,2,Positive,59,Competitor_A,4.9,23.31,3610.54,0.7674097312554731
