"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"USA","South","Competitor_B","Juices","5.6","17.51"
"Germany","South","Competitor_A","Carbonated Drinks","1.12","47.82"
"Germany","South","Competitor_C","Carbonated Drinks","7.69","44.94"
"Brazil","North","Competitor_B","Carbonated Drinks","1.39","34.5"
"Germany","West","Competitor_A","Carbonated Drinks","8.33","29.71"
"China","South","Competitor_C","Carbonated Drinks","2.89","23.12"
"China","North","Competitor_C","Juices","5.84","48.66"
"China","North","Competitor_C","Juices","9.29","40.56"
"Brazil","West","Competitor_B","Carbonated Drinks","5.32","35.55"
"China","West","Competitor_C","Carbonated Drinks","5.56","19.32"
"Germany","North","Competitor_A","Water","8.91","39.72"
"India","West","Competitor_C","Juices","2.33","16.03"
"Germany","East","Competitor_B","Carbonated Drinks","6.06","44.43"
"Germany","South","Competitor_A","Juices","2.23","21.34"
"Germany","West","Competitor_A","Juices","4.7","18.86"
"India","North","Competitor_C","Juices","9.54","20.94"
"Brazil","East","Competitor_C","Carbonated Drinks","6.71","23.98"
"Germany","West","Competitor_B","Water","7.52","16.57"
"Brazil","East","Competitor_B","Juices","2.26","25.04"
"India","South","Competitor_B","Water","6.25","19.47"
"USA","West","Competitor_C","Carbonated Drinks","4.13","27.79"
"Germany","North","Competitor_C","Juices","9.07","38.11"
"India","North","Competitor_C","Water","4.8","33.91"
"Germany","East","Competitor_C","Juices","2.35","16.28"
"Germany","South","Competitor_C","Water","2.41","32.55"
"India","South","Competitor_A","Carbonated Drinks","8.21","17.5"
"Brazil","East","Competitor_B","Water","5.85","11.41"
"Germany","West","Competitor_A","Carbonated Drinks","1.04","21.36"
"Brazil","North","Competitor_B","Water","7.68","43.16"
"Brazil","South","Competitor_B","Water","7.93","21.1"
"Brazil","North","Competitor_C","Carbonated Drinks","1.31","28.91"
"Brazil","South","Competitor_B","Water","2.43","37.39"
"China","West","Competitor_A","Water","2.33","44.73"
"Brazil","West","Competitor_A","Carbonated Drinks","2.9","14.12"
"Brazil","West","Competitor_B","Juices","6.92","36.85"
"Brazil","South","Competitor_C","Carbonated Drinks","9.74","40.16"
"USA","North","Competitor_A","Juices","7.93","38.35"
"China","West","Competitor_B","Juices","1.16","27.38"
"India","North","Competitor_B","Water","8.43","17.94"
"India","South","Competitor_C","Water","4.55","22.82"
"USA","North","Competitor_A","Carbonated Drinks","4.42","12.03"
"Germany","West","Competitor_B","Water","5.5","19.85"
"USA","East","Competitor_C","Juices","4.94","12.5"
"China","North","Competitor_B","Carbonated Drinks","1.92","32.15"
"USA","West","Competitor_C","Water","1.03","21.89"
"China","North","Competitor_C","Carbonated Drinks","7.48","45.02"
"USA","South","Competitor_C","Carbonated Drinks","2.08","37.08"
"USA","South","Competitor_C","Water","3.39","41.35"
"Germany","North","Competitor_B","Carbonated Drinks","6.44","30.96"
"China","West","Competitor_B","Juices","3.37","37.35"
"Germany","East","Competitor_A","Juices","4.07","40.24"
"USA","East","Competitor_A","Water","9.71","30.3"
"China","West","Competitor_C","Water","2.34","32.74"
"USA","North","Competitor_C","Water","2.48","26.77"
"Brazil","West","Competitor_A","Juices","2.37","13.08"
"Brazil","East","Competitor_C","Water","4.51","46.12"
"USA","North","Competitor_C","Water","8.72","14.67"
"India","East","Competitor_A","Carbonated Drinks","5.67","11.3"
"India","West","Competitor_C","Carbonated Drinks","2.97","35.14"
"India","East","Competitor_A","Water","1.78","49.81"
"China","West","Competitor_A","Carbonated Drinks","9.74","24.76"
"Brazil","South","Competitor_B","Water","7.93","17.23"
"Brazil","East","Competitor_C","Juices","1.83","14.23"
"India","West","Competitor_A","Juices","3.71","24.52"
"Germany","South","Competitor_C","Juices","4.39","24.33"
"Germany","West","Competitor_A","Carbonated Drinks","7.24","11.28"
"Germany","West","Competitor_C","Water","4.02","38.74"
"Brazil","West","Competitor_B","Juices","1.54","17.4"
"Germany","South","Competitor_A","Carbonated Drinks","1.94","33.73"
"Germany","South","Competitor_C","Water","7.96","16.63"
"India","South","Competitor_A","Carbonated Drinks","4.89","25.44"
"India","East","Competitor_B","Juices","7.49","17.97"
"Brazil","North","Competitor_A","Carbonated Drinks","7.98","34.02"
"Brazil","North","Competitor_B","Water","9.26","36.19"
"USA","North","Competitor_B","Carbonated Drinks","5.51","35.03"
"India","North","Competitor_C","Carbonated Drinks","6.71","27.16"
"India","North","Competitor_A","Juices","8.39","46.16"
"USA","South","Competitor_A","Water","6.45","24.08"
"USA","East","Competitor_B","Water","2.85","43.44"
"China","North","Competitor_C","Juices","2.84","45.37"
"China","East","Competitor_A","Juices","6.24","28.8"
"India","West","Competitor_C","Water","2.37","48.08"
"India","West","Competitor_A","Juices","9.12","28.65"
"Germany","East","Competitor_B","Carbonated Drinks","4.62","20.78"
"Brazil","West","Competitor_C","Water","7.21","24.12"
"USA","West","Competitor_A","Juices","1.44","34.11"
"India","South","Competitor_B","Carbonated Drinks","3.58","19.47"
"India","South","Competitor_C","Carbonated Drinks","4.05","39.12"
"India","North","Competitor_B","Juices","1.4","18.21"
"Brazil","West","Competitor_A","Water","2.43","17.88"
"Germany","East","Competitor_A","Juices","4.45","23.12"
"Germany","West","Competitor_C","Carbonated Drinks","2.92","47.92"
"India","North","Competitor_C","Water","4.23","42.42"
"Germany","West","Competitor_B","Juices","7.91","22.33"
"India","North","Competitor_B","Water","3.25","23.45"
"Brazil","East","Competitor_B","Carbonated Drinks","9.19","31.59"
"Germany","North","Competitor_C","Carbonated Drinks","4.45","45.41"
"China","East","Competitor_C","Water","4","13.08"
"Germany","East","Competitor_A","Water","4.84","47.91"
"China","North","Competitor_A","Juices","5.04","14.4"
"India","East","Competitor_B","Water","8.61","30.09"
"Brazil","South","Competitor_B","Water","5.78","12.42"
"Brazil","South","Competitor_B","Juices","5.17","14.65"
"Germany","East","Competitor_B","Water","4.07","33.08"
"Germany","West","Competitor_A","Juices","6.61","26.22"
"Germany","North","Competitor_A","Juices","3.75","10.26"
"China","North","Competitor_B","Carbonated Drinks","6.62","17.43"
"Germany","East","Competitor_C","Water","8.61","10.47"
"USA","North","Competitor_B","Juices","2.13","35.39"
"China","South","Competitor_A","Carbonated Drinks","2.96","44.91"
"China","West","Competitor_C","Water","7.17","34.4"
"Brazil","West","Competitor_B","Water","5.76","31.24"
"Germany","East","Competitor_A","Water","8.56","45.48"
"Brazil","East","Competitor_C","Water","4.72","37.94"
"USA","West","Competitor_A","Water","9.99","17.24"
"China","North","Competitor_C","Carbonated Drinks","5.15","39.2"
"Brazil","South","Competitor_B","Juices","8.13","22.24"
"USA","North","Competitor_C","Juices","2.57","33.33"
"Germany","South","Competitor_B","Carbonated Drinks","5.17","45.64"
"USA","West","Competitor_A","Carbonated Drinks","6.55","42.09"
"Germany","East","Competitor_C","Water","3.95","31.73"
"India","West","Competitor_A","Carbonated Drinks","1.78","19.81"
"Germany","North","Competitor_A","Juices","9.88","19.42"
"USA","West","Competitor_A","Juices","3.15","41.13"
"India","West","Competitor_A","Juices","9.95","11.35"
"USA","East","Competitor_C","Carbonated Drinks","8.59","42.43"
"India","East","Competitor_B","Juices","9.23","24.44"
"Brazil","South","Competitor_A","Carbonated Drinks","8.37","41.04"
"China","West","Competitor_C","Water","9.71","10.49"
"USA","East","Competitor_C","Carbonated Drinks","9.38","19.15"
"China","East","Competitor_C","Juices","5.07","34.82"
"Germany","West","Competitor_C","Carbonated Drinks","2.26","48.32"
"India","East","Competitor_A","Juices","5.26","23.65"
"Germany","East","Competitor_A","Water","7.08","22.99"
"India","East","Competitor_C","Juices","7.04","47.31"
"Germany","East","Competitor_C","Water","9.6","44.71"
"USA","West","Competitor_C","Water","5.38","21.08"
"Brazil","South","Competitor_B","Juices","4.77","21.91"
"China","West","Competitor_B","Juices","3.44","40.72"
"USA","West","Competitor_B","Water","4.19","40.23"
"China","North","Competitor_A","Water","8.27","29.63"
"India","West","Competitor_C","Juices","7.12","26.16"
"China","South","Competitor_C","Water","7.1","34.05"
"India","West","Competitor_A","Carbonated Drinks","2.38","35.36"
"India","North","Competitor_A","Water","3.99","16.17"
"Germany","North","Competitor_B","Juices","9.12","18.17"
"China","North","Competitor_C","Juices","8.91","37.98"
"USA","South","Competitor_B","Juices","9.2","21.63"
"Brazil","North","Competitor_C","Carbonated Drinks","9","16.75"
"India","West","Competitor_B","Juices","9.41","22.49"
"Brazil","North","Competitor_A","Juices","6.67","33.2"
"China","South","Competitor_B","Juices","7.09","21.48"
"Germany","West","Competitor_B","Carbonated Drinks","9.12","32.71"
"Brazil","North","Competitor_A","Carbonated Drinks","9.65","32.74"
"India","West","Competitor_B","Carbonated Drinks","1.81","12.52"
"China","South","Competitor_B","Water","4.98","36.48"
"Germany","West","Competitor_B","Juices","7.61","24.76"
"China","East","Competitor_A","Water","3.14","22.06"
"Brazil","South","Competitor_B","Juices","4.38","48.1"
"India","North","Competitor_A","Water","9.61","26.65"
"Germany","South","Competitor_C","Juices","5.44","29.48"
"India","West","Competitor_B","Juices","8.07","39.18"
"Brazil","South","Competitor_C","Carbonated Drinks","8.27","19.85"
"China","North","Competitor_A","Juices","7.35","24.09"
"Brazil","North","Competitor_B","Carbonated Drinks","6.08","32.69"
"Germany","South","Competitor_A","Water","7.15","41.71"
"India","North","Competitor_B","Water","2.38","20.58"
"Brazil","North","Competitor_A","Carbonated Drinks","9.34","36.57"
"USA","North","Competitor_A","Juices","4.49","33.1"
"Brazil","South","Competitor_B","Juices","3.76","27.96"
"Brazil","East","Competitor_C","Juices","8.21","19.23"
"USA","East","Competitor_C","Water","4.01","11.35"
"Brazil","South","Competitor_A","Juices","7.88","35.64"
"Germany","South","Competitor_C","Water","4.5","49.95"
"USA","West","Competitor_A","Juices","8.6","22.1"
"China","North","Competitor_C","Juices","8.82","23.85"
"China","West","Competitor_B","Juices","6.37","46.94"
"Germany","West","Competitor_C","Carbonated Drinks","5.05","28.48"
"Germany","West","Competitor_B","Water","5.96","11.53"
"Germany","East","Competitor_B","Juices","8.13","14.13"
"USA","North","Competitor_B","Carbonated Drinks","1.41","36.81"
"China","East","Competitor_B","Water","4.34","22.68"
"Brazil","West","Competitor_B","Juices","6.75","15.17"
"Brazil","West","Competitor_A","Water","6.95","39.61"
"Germany","West","Competitor_B","Juices","8.03","26.76"
"India","West","Competitor_B","Water","6.25","23.01"
"Germany","East","Competitor_C","Carbonated Drinks","3.49","20.63"
"India","East","Competitor_A","Juices","5.81","39.59"
"USA","South","Competitor_C","Water","7.19","13.81"
"China","South","Competitor_B","Water","6","25.5"
"Germany","North","Competitor_A","Water","3.01","13.45"
"USA","East","Competitor_B","Carbonated Drinks","4.02","26.56"
"India","West","Competitor_B","Juices","1.56","46.02"
"Brazil","East","Competitor_A","Juices","9.25","39.48"
"China","West","Competitor_A","Juices","4.81","36.81"
"Germany","East","Competitor_A","Juices","9.38","40.98"
"Germany","West","Competitor_C","Juices","9.87","31.57"
"India","North","Competitor_B","Water","6.61","32.02"
"India","South","Competitor_B","Juices","5.87","20.25"
"Germany","South","Competitor_B","Carbonated Drinks","4.35","38.72"
"Germany","West","Competitor_B","Carbonated Drinks","3.92","25.61"
"China","East","Competitor_B","Juices","3.39","38.27"
"Brazil","South","Competitor_B","Water","7.22","49.67"
"India","East","Competitor_B","Water","2.69","29.77"
"Brazil","North","Competitor_B","Carbonated Drinks","5.7","25.83"
"Brazil","North","Competitor_B","Juices","6.87","48.78"
"USA","North","Competitor_B","Juices","2.55","40.94"
"Brazil","North","Competitor_A","Water","1.77","15.65"
"India","South","Competitor_B","Water","2.95","34.09"
"China","East","Competitor_A","Water","8.2","24.2"
"Germany","West","Competitor_C","Juices","6.16","33.31"
"Brazil","East","Competitor_A","Juices","9.9","20.28"
"India","North","Competitor_C","Water","1.86","17.75"
"Germany","South","Competitor_C","Water","3.16","19.89"
"China","West","Competitor_B","Juices","6.37","24.72"
"India","East","Competitor_C","Juices","8.86","34.06"
"USA","South","Competitor_C","Water","9.28","27.32"
"China","West","Competitor_A","Juices","8.06","10.68"
"China","East","Competitor_A","Carbonated Drinks","9.48","13.03"
"USA","North","Competitor_A","Water","2.89","32.76"
"USA","North","Competitor_C","Carbonated Drinks","9.35","13.05"
"Germany","East","Competitor_C","Carbonated Drinks","6.33","27.4"
"Brazil","South","Competitor_B","Water","4.62","25.51"
"India","North","Competitor_C","Water","2.04","46.79"
"India","West","Competitor_A","Water","5.5","13.73"
"China","East","Competitor_A","Carbonated Drinks","2.61","31.08"
"Brazil","West","Competitor_C","Water","8.49","15.63"
"Brazil","North","Competitor_A","Juices","5.59","48.82"
"Germany","East","Competitor_B","Carbonated Drinks","5.83","18.54"
"USA","South","Competitor_C","Water","6.49","13.31"
"China","North","Competitor_A","Carbonated Drinks","9.48","19.45"
"India","North","Competitor_B","Juices","5.31","44.32"
"Germany","South","Competitor_B","Carbonated Drinks","7.02","21.32"
"India","North","Competitor_A","Carbonated Drinks","3.73","22.56"
"Germany","North","Competitor_C","Water","4.29","18.14"
"Brazil","West","Competitor_A","Juices","8.93","15.77"
"China","West","Competitor_C","Juices","1.75","10.95"
"India","South","Competitor_C","Water","1.58","24.5"
"China","North","Competitor_C","Carbonated Drinks","4.65","16.98"
"USA","North","Competitor_C","Carbonated Drinks","8.36","10.29"
"China","West","Competitor_A","Juices","3.06","45.63"
"China","East","Competitor_A","Water","8.05","15.39"
"China","East","Competitor_C","Water","9.35","15.23"
"Brazil","South","Competitor_B","Juices","8.73","13.68"
"Brazil","South","Competitor_A","Juices","4.69","11.03"
"USA","South","Competitor_C","Juices","8.63","33.19"
"USA","North","Competitor_C","Water","3.66","46.55"
"China","East","Competitor_B","Carbonated Drinks","7.45","32.51"
"USA","South","Competitor_C","Carbonated Drinks","3.18","40.2"
"USA","North","Competitor_A","Juices","8.21","22.3"
"Brazil","South","Competitor_C","Water","7.81","31.83"
"China","South","Competitor_C","Juices","4.91","43.12"
"China","West","Competitor_C","Water","6.12","24.96"
"Brazil","West","Competitor_C","Juices","1.82","28.75"
"China","North","Competitor_B","Carbonated Drinks","6.59","41.35"
"Brazil","South","Competitor_C","Water","3.45","25.12"
"Germany","South","Competitor_A","Carbonated Drinks","6.29","44.14"
"Germany","North","Competitor_C","Water","5.31","25.7"
"USA","East","Competitor_C","Carbonated Drinks","9.28","12.8"
"India","North","Competitor_C","Carbonated Drinks","6.69","10.38"
"India","West","Competitor_A","Water","7.86","43.5"
"China","West","Competitor_B","Carbonated Drinks","6.5","37.59"
"USA","West","Competitor_C","Carbonated Drinks","5.52","24.09"
"USA","West","Competitor_A","Juices","4.81","34.02"
"Germany","East","Competitor_B","Juices","5.52","32.64"
"India","East","Competitor_B","Juices","5.67","21.22"
"USA","South","Competitor_B","Carbonated Drinks","9.8","49.12"
"China","West","Competitor_B","Juices","9.71","12.91"
"Brazil","South","Competitor_A","Water","4.26","37.64"
"India","South","Competitor_B","Water","9.86","19.9"
"India","South","Competitor_B","Carbonated Drinks","4.2","37.73"
"Germany","South","Competitor_C","Juices","2.26","39.67"
"India","South","Competitor_A","Water","1.94","23.73"
"China","North","Competitor_C","Water","4.62","15.98"
"Brazil","North","Competitor_C","Juices","3.97","31.48"
"Germany","West","Competitor_C","Juices","9.45","26.27"
"USA","North","Competitor_C","Water","9.21","47.81"
"China","North","Competitor_C","Juices","4.78","31.63"
"India","South","Competitor_B","Water","8.01","24.72"
"Germany","North","Competitor_B","Carbonated Drinks","6.23","39.57"
"USA","North","Competitor_B","Water","5.04","16.77"
